Aircraft Type,Country,Type_of_Travellers,Route,Seat_Types,Seat Comfort,Date Flown,Cabin Staff Service,Ground Service,Food & Beverages,Wifi & Connectivity,Inflight Entertainment,Value For Money,Recommended
A320,Japan,Solo Leisure,Glasgow to London,Business Class,4.00,19-Sep,5.00,5.00,5.00,2.30,3.30,5.00,yes
A321,United Kingdom,Solo Leisure,London Heathrow to Berlin Tegel,Economy Class,5.00,19-Sep,5.00,3.00,3.00,4.30,2.30,5.00,yes
A320,United Kingdom,Couple Leisure,London to Milan,Business Class,1.00,19-Sep,1.00,1.00,1.00,1.00,1.00,1.00,no
EMB190,United Kingdom,Business,London to Geneva,Economy Class,4.00,19-Sep,2.00,4.00,1.00,1.70,2.00,2.00,no
A320,United States,Couple Leisure,Los Angeles to Istanbul via London,Business Class,2.00,19-Sep,4.00,1.00,1.00,1.00,1.00,1.00,no
A320,United States,Family Leisure,Phoenix to Tel Aviv via London,Premium Economy,3.00,19-Aug,5.00,1.00,3.00,1.00,3.00,1.00,no
A320,United Kingdom,Couple Leisure,London to Kefalonia ,Business Class,3.00,19-Sep,2.00,3.00,2.00,2.30,2.00,3.00,no
A320,United States,Solo Leisure,London to Dublin,Economy Class,2.00,19-Sep,5.00,1.00,3.70,2.00,2.70,3.00,no
A320,United Kingdom,Couple Leisure,Hong Kong to London,Business Class,3.00,19-Sep,4.00,1.00,1.00,1.30,1.00,1.00,no
A320,United Kingdom,Couple Leisure,Gatwick to Seville,Economy Class,3.00,19-Sep,3.00,1.00,1.70,1.30,2.70,1.00,no
Boeing 777-200,United Kingdom,Business,London Heathrow to Abuja Nigeria,Economy Class,3.00,19-Sep,4.00,1.00,1.00,1.30,1.00,2.00,no
Boeing 777-300,United Kingdom,Solo Leisure,London to Bangkok,Economy Class,2.00,19-Sep,3.00,4.00,4.00,1.00,1.00,3.00,no
Boeing 747-400,United Kingdom,Couple Leisure,Belfast to San Francisco via London,Business Class,5.00,19-Aug,5.00,5.00,5.00,3.70,5.00,5.00,yes
A319,United Kingdom,Couple Leisure,London to Gothenburg,Economy Class,4.00,19-Sep,4.00,4.00,3.30,3.30,4.30,4.00,yes
A320,Switzerland,Family Leisure,Orlando to Gatwick,Business Class,1.00,19-Jul,1.00,1.00,1.00,1.00,1.00,1.00,no
Boeing 787 / A320,Sweden,Solo Leisure,Mahe to Stockholm via London ,Business Class,1.00,19-Sep,2.00,1.00,2.00,1.30,4.00,2.00,no
A319 / Boeing777,United Kingdom,Couple Leisure,Glasgow to Tampa via Gatwick,Business Class,4.00,19-Sep,5.00,5.00,3.00,4.00,3.00,4.00,yes
Boeing 777-200,United Kingdom,Family Leisure,Orlando to Gatwick,Economy Class,2.00,19-Sep,3.00,3.00,1.00,2.00,4.00,1.00,no
Boeing 787,United Arab Emirates,Family Leisure,London to Abu Dhabi,Economy Class,3.00,19-Aug,4.00,4.00,5.00,4.00,5.00,4.00,yes
A320,United Kingdom,Couple Leisure,London to St Petersburgh,Business Class,1.00,19-Aug,3.00,5.00,1.00,2.70,1.30,1.00,no
Boeing 777,Australia,Business,Sydney to London via Singapore,Premium Economy,4.00,19-May,2.00,4.00,1.00,3.00,2.00,3.00,no
A380,United States,Couple Leisure,London to Johannesburg,Business Class,1.00,19-Sep,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Family Leisure,Palma de Mallorca to London Heathrow,Business Class,1.00,19-Aug,3.00,3.00,2.00,1.00,1.70,1.00,no
A320,United Kingdom,Family Leisure,Chennai to London,Economy Class,5.00,19-Aug,5.00,5.00,4.00,4.00,4.00,5.00,yes
A320,Malaysia,Solo Leisure,Edinburgh to Kuala Lumpur via London,Economy Class,5.00,19-Jul,5.00,5.00,5.00,3.70,5.00,5.00,yes
A320,United Kingdom,Business,London City to Amsterdam,Business Class,3.00,19-Jul,3.00,1.00,1.70,1.30,2.70,1.00,no
A320,Taiwan,Solo Leisure,Dublin to Mauritius via London,Economy Class,1.00,19-Feb,2.30,1.30,2.00,1.00,1.70,1.00,no
Boeing 777-200,China,Family Leisure,London to Shanghai,First Class,5.00,19-Aug,5.00,5.00,4.00,3.00,3.00,5.00,yes
A320,United States,Business,Chicago to Heathrow via Barcelona,Business Class,3.00,19-Aug,3.00,1.00,3.00,4.00,4.00,3.00,no
A320,United Kingdom,Family Leisure,New Orleans to London,Economy Class,5.00,18-Nov,5.00,5.00,5.00,5.00,5.00,5.00,yes
Boeing 747,United States,Family Leisure,Boston to Copenhagen via London,Premium Economy,1.00,19-Jun,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,Hong Kong,Couple Leisure,Hong Kong to Copenhagen via London ,Economy Class,3.00,19-Aug,2.00,1.00,1.70,1.00,2.70,2.00,no
Boeing 777-200,United Kingdom,Business,London Gatwick to San Jose Costa Rica,Business Class,1.00,19-Jul,3.00,5.00,4.00,1.00,1.00,1.00,no
Boeing 777,United Kingdom,Solo Leisure,London to Dubai,Economy Class,3.00,19-Aug,4.00,1.00,3.00,3.30,3.00,3.00,no
"A340-300, A320",Canada,Family Leisure,Toronto to Pisa London Heathrow,Business Class,4.00,19-Aug,5.00,5.00,5.00,3.70,5.00,5.00,yes
A320,United Kingdom,Family Leisure,London Heathrow to Venice Marco Polo,Economy Class,4.00,19-Aug,5.00,4.00,4.30,4.00,3.00,4.00,yes
A320,United States,Couple Leisure,Chicago to London,Premium Economy,2.00,19-Aug,4.00,1.00,2.00,4.00,2.00,3.00,no
A321neo,United Kingdom,Family Leisure,London to Larnaca,Economy Class,1.00,19-Aug,3.00,2.00,2.30,1.00,2.00,1.00,no
Boeing 777-200,United Kingdom,Family Leisure,Gatwick to Orlando,Economy Class,4.00,19-Jul,5.00,5.00,4.00,4.00,4.00,4.00,yes
A320,Hong Kong,Family Leisure,London to Munich,Economy Class,4.00,19-Aug,4.00,2.00,3.30,2.70,2.70,3.00,yes
A320,United Kingdom,Business,London to Glasgow,Economy Class,2.00,19-Jun,2.00,1.00,3.00,1.30,2.70,1.00,no
A320,Australia,Business,London to Hong Kong,Business Class,1.00,19-Aug,5.00,4.00,3.00,2.00,3.00,1.00,no
A320,Slovakia,Solo Leisure,Vienna to Heathrow,Economy Class,4.00,19-Jul,5.00,5.00,5.00,4.30,3.00,4.00,yes
A321,United Kingdom,Couple Leisure,Malaga to London ,Business Class,1.00,19-Aug,2.00,1.00,2.00,1.00,1.00,1.00,no
A320,Australia,Couple Leisure,Sydney to Singapore,Business Class,1.00,19-Aug,4.00,1.00,3.00,1.00,3.00,1.00,no
A320,United Kingdom,Solo Leisure,London Heathrow to Inverness,Economy Class,2.00,19-Aug,3.00,1.00,2.70,2.00,3.30,1.00,no
A320,United Kingdom,Solo Leisure,Heathrow to Glasgow,Economy Class,1.00,19-Aug,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Solo Leisure,Inverness to Vancouver via London,Economy Class,2.00,19-Aug,2.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Couple Leisure,London Heathrow to Brussels,Economy Class,2.00,19-Aug,4.00,1.00,2.00,1.30,1.00,1.00,no
A320,United Kingdom,Solo Leisure,London to Nice,Economy Class,1.00,19-Aug,2.30,1.00,2.00,1.00,1.70,1.00,no
A320,United Kingdom,Couple Leisure,Palma to London Heathrow,Business Class,1.00,19-Aug,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Couple Leisure,London City to Ibiza,Economy Class,3.00,19-Aug,2.00,2.00,1.00,1.30,2.00,2.00,no
A320,United Kingdom,Family Leisure,London to Faro,Economy Class,1.00,19-Aug,2.30,1.30,2.00,1.00,1.70,1.00,no
A320,United Kingdom,Couple Leisure,Calgary to London,Economy Class,3.00,19-Jul,1.00,5.00,1.00,2.70,4.00,3.00,no
A321-200,United Kingdom,Family Leisure,London Heathrow to Sofia,Economy Class,5.00,19-Jul,5.00,4.00,4.00,4.70,4.30,4.00,yes
A320,Kuwait,Solo Leisure,Nice to Kuwait via London,Business Class,1.00,19-Jul,1.00,1.00,1.00,1.00,1.00,1.00,no
Boeing 777,United Kingdom,Couple Leisure,Buenos Aires to London Heathrow,Economy Class,3.00,19-Jul,5.00,4.00,4.00,2.00,2.00,4.00,yes
Boeing 777-300ER,Hong Kong,Family Leisure,Hong Kong to London,Economy Class,4.00,19-Jul,3.00,2.00,3.00,2.00,3.00,3.00,yes
A320,United Kingdom,Business,London Heathrow to Las Vegas,Premium Economy,3.00,19-Jul,4.00,1.00,4.00,1.00,4.00,3.00,no
A320,United Kingdom,Solo Leisure,London Heathrow to Malaga,Business Class,2.00,19-Jul,1.00,3.00,1.00,1.00,1.70,1.00,no
B777-200,United Kingdom,Business,London to Delhi,Economy Class,1.00,19-Jun,1.00,3.00,3.00,1.30,2.00,2.00,no
A320,South Africa,Solo Leisure,Seattle to Durban via London,Economy Class,4.00,19-Jul,5.00,5.00,3.00,4.30,4.00,5.00,yes
Boeing 747-400,United Kingdom,Family Leisure,London Heathrow to Austin,Economy Class,1.00,19-Jul,3.00,3.00,1.00,1.00,1.00,2.00,no
A320,United States,Business,Mykonos to London,Business Class,2.00,19-Jul,1.00,1.00,1.70,1.00,2.30,1.00,no
Boeing 737-800,Thailand,Family Leisure,Johannesburg OR Tambo to Cape Town,Economy Class,4.00,19-Jul,5.00,5.00,5.00,3.70,5.00,5.00,yes
Boeing 777-200,United Kingdom,Family Leisure,Grenada to Gatwick,Economy Class,1.00,19-Jul,4.00,4.00,3.00,3.70,5.00,3.00,yes
A320,United Kingdom,Family Leisure,Prague to London,Economy Class,1.00,19-Jul,1.00,1.00,1.00,1.00,1.00,1.00,no
Boeing 777,United Arab Emirates,Solo Leisure,London to Dubai,Premium Economy,5.00,19-Jul,5.00,5.00,3.00,5.00,5.00,5.00,yes
A320,Israel,Family Leisure,Tel Aviv to Toronto via London,Economy Class,4.00,19-Jul,5.00,4.00,4.00,4.30,4.00,5.00,yes
A321,New Zealand,Solo Leisure,Heathrow to Manchester,Business Class,2.00,19-Jul,3.00,1.00,2.70,2.00,3.30,1.00,no
A320,Belgium,Solo Leisure,Brussels to Larnaca via London,Business Class,3.00,19-Jun,4.00,4.00,4.00,2.30,2.00,4.00,yes
A320,Australia,Couple Leisure,Stockholm to London,Business Class,2.00,19-Jul,1.00,3.00,1.00,1.00,1.70,1.00,no
A320,United Kingdom,Business,Toronto to London,Business Class,2.00,19-Jul,1.00,1.00,3.00,1.00,2.30,1.00,no
Boeing 737,United Kingdom,Family Leisure,Orlando to London,Premium Economy,3.00,19-Jul,4.00,3.00,1.00,1.00,3.00,3.00,yes
A320,Australia,Couple Leisure,Lisbon to London,Business Class,1.00,19-Jul,1.00,2.00,1.00,1.00,1.70,1.00,no
A320,United Kingdom,Solo Leisure,Heathrow to Marseille,Economy Class,1.00,18-Sep,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,Canada,Business,Madrid to London,Business Class,3.00,19-Jul,1.00,1.00,1.30,2.00,2.70,1.00,no
A320,United States,Family Leisure,Gatwick to Glasgow,Economy Class,1.00,19-Jul,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Couple Leisure,Frankfurt to London,Economy Class,3.00,19-Jul,1.00,1.00,1.30,2.00,2.70,1.00,no
A320,United Kingdom,Couple Leisure,London to Olbia,Economy Class,2.00,19-Jul,1.00,2.00,1.00,1.00,1.70,1.00,no
A320,United Kingdom,Solo Leisure,Rotterdam to London City,Economy Class,3.00,19-Jul,4.00,1.00,3.00,1.70,2.00,2.00,no
A320 neo,United Kingdom,Business,Dublin to London,Economy Class,4.00,19-Jul,4.00,4.00,3.30,3.30,4.30,4.00,yes
B777-200,United Kingdom,Couple Leisure,Barbados to Gatwick,Economy Class,3.00,19-Jul,1.00,3.00,1.00,2.30,4.00,3.00,no
A380,United Kingdom,Solo Leisure,London Heathrow to Singapore,Economy Class,5.00,19-Jun,5.00,5.00,5.00,3.70,5.00,5.00,yes
A321,Spain,Business,Madrid to London Heathrow,Economy Class,1.00,19-Jun,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Solo Leisure,London Heathrow to Oslo,Economy Class,4.00,19-Jun,5.00,4.00,5.00,4.70,4.00,4.00,yes
A319 / Boeing 789,Germany,Business,Hamburg to Abu Dhabi via London Heathrow,Economy Class,1.00,19-Jun,2.00,1.00,2.00,1.00,2.00,3.00,no
Boeing 777-200 and A319,United States,Solo Leisure,New York to Glasgow via London,Economy Class,3.00,19-Jun,3.00,3.00,3.00,2.30,4.00,4.00,yes
A320,United Kingdom,Family Leisure,London Heathrow to New York ,Economy Class,5.00,19-Jun,5.00,5.00,5.00,5.00,1.00,5.00,yes
Boeing 777-200,United Kingdom,Family Leisure,Gatwick to Bermuda,Business Class,4.00,19-Jun,5.00,3.00,5.00,2.00,5.00,5.00,yes
A320,United Kingdom,Couple Leisure,London Heathrow to Larnaca,Business Class,4.00,19-Jun,5.00,5.00,5.00,2.30,3.30,5.00,yes
A320-200,United Kingdom,Couple Leisure,Gatwick to Cagliari,Economy Class,3.00,19-Jun,2.00,4.00,1.00,1.70,2.00,1.00,yes
A320,United Kingdom,Couple Leisure,Heathrow to Kalamata,Economy Class,5.00,19-Jun,4.00,3.00,3.00,2.70,3.30,3.00,yes
A320,United Kingdom,Business,London to Gothenburg,Economy Class,1.67,19-Jun,3.30,2.00,1.70,1.00,2.30,2.00,no
A320,Australia,Solo Leisure,Amsterdam to London,Economy Class,1.00,19-Feb,2.30,1.00,2.00,1.00,1.70,1.00,no
A321 Neo,United Kingdom,Business,Istanbul to London,Economy Class,1.00,19-Jun,4.00,4.00,2.00,3.00,4.30,3.00,yes
A321 / Boeing 787-9,United Kingdom,Family Leisure,Manchester to Kuala Lumpur via London ,Economy Class,2.00,18-Oct,2.00,3.00,2.00,3.00,4.00,3.00,no
A320,United States,Solo Leisure,London to Dusseldorf,Economy Class,3.00,19-Jan,3.00,5.00,3.00,3.00,1.70,4.00,no
Boeing 787,United Kingdom,Solo Leisure,London to Seoul ,Business Class,1.00,19-Jun,1.00,1.00,2.00,1.00,1.00,1.00,no
A380,United Kingdom,Solo Leisure,London to Vancouver,Economy Class,2.00,19-Jun,4.00,3.00,4.00,1.00,2.00,3.00,no
A320,United Kingdom,Solo Leisure,Newcastle to Delhi via London,Economy Class,2.00,19-Jun,2.00,1.00,2.00,1.00,1.00,1.00,no
Boeing 747,United States,Business,Miami to Delhi via London Heathrow,Business Class,1.00,19-Jun,3.00,2.00,3.00,1.00,2.00,1.00,no
A320,Australia,Solo Leisure,London to Sydney via Singapore,Economy Class,3.00,19-Jun,3.00,1.00,1.00,2.00,5.00,2.00,no
A320,United States,Couple Leisure,Phoenix to Amsterdam via London,Economy Class,1.00,19-May,3.00,4.00,1.00,1.30,1.00,3.00,no
Boeing 777 / 747,United States,Solo Leisure,Tel Aviv to New York via London,Economy Class,3.00,19-Jun,4.00,3.00,1.00,2.00,5.00,3.00,no
A319 / Boeing 777,United States,Solo Leisure,Belfast  to Atlanta via London,Economy Class,3.00,19-Apr,4.00,3.00,2.00,2.30,3.00,2.00,no
A320,Spain,Family Leisure,Buenos Aires to London,Economy Class,5.00,19-Jun,5.00,5.00,4.00,5.00,5.00,5.00,yes
Boeing 787-9,United Kingdom,Business,London to Nashville,Business Class,1.00,19-May,1.00,1.00,1.00,1.00,1.00,1.00,no
B747-400 in retro,Qatar,Solo Leisure,London to Washington,First Class,5.00,19-Jun,5.00,5.00,5.00,3.00,3.00,5.00,yes
A320,United Kingdom,Couple Leisure,Newcastle to Berlin via London,Economy Class,3.00,19-Jun,3.00,1.00,1.70,1.30,2.70,1.00,no
A320,United Kingdom,Family Leisure,Gatwick to Madrid,Economy Class,2.00,19-May,2.00,1.00,2.30,1.00,2.00,1.00,no
A320,United States,Couple Leisure,London to Tampa,Economy Class,1.00,19-May,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,India,Business,London to Bengaluru,Economy Class,4.00,19-Jun,3.00,3.00,4.00,3.00,3.00,4.00,yes
A320,United Kingdom,Couple Leisure,London to Delhi,First Class,4.00,19-May,5.00,4.00,4.00,3.00,4.00,4.00,yes
A320,United Kingdom,Couple Leisure,London Heathrow to Dubai,Economy Class,1.00,19-May,2.30,1.30,2.00,1.00,1.70,1.00,no
Boeing 747,United Kingdom,Couple Leisure,London to Seattle,Economy Class,4.00,19-May,5.00,5.00,4.00,4.30,4.30,5.00,yes
A320,South Africa,Couple Leisure,Johannesburg to London,Economy Class,3.00,19-May,4.00,4.00,3.00,3.70,5.00,5.00,no
A319/A320,United Kingdom,Business,London to Milan,Economy Class,3.00,19-May,5.00,4.00,3.00,2.70,3.30,3.00,yes
B737-400 / A380 / A319,South Africa,Couple Leisure,Durban to Leeds via Johannesburg / Heathrow,Business Class,4.00,19-May,5.00,5.00,5.00,3.70,5.00,5.00,yes
Boeing 787,United States,Couple Leisure,London Heathrow to Los Angeles,Business Class,4.00,19-May,5.00,5.00,5.00,3.70,5.00,4.00,yes
Boeing 744,United Kingdom,Couple Leisure,Cape Town to London Heathrow,Business Class,3.00,19-May,4.00,4.00,4.00,1.00,3.00,3.00,yes
A321,United Kingdom,Business,Sofia to Belfast via London,Economy Class,1.00,19-May,1.00,1.00,1.00,1.00,1.00,1.00,no
Boeing 777-200,United Kingdom,Couple Leisure,Lima to Gatwick,Economy Class,2.00,19-May,4.00,4.00,4.00,1.70,1.00,3.00,no
A320,United Kingdom,Solo Leisure,Inverness to Auckland via Singapore,Economy Class,1.00,19-May,5.00,4.00,4.00,1.00,4.00,2.00,no
A320,Australia,Solo Leisure,Heathrow to Singapore,Business Class,3.00,19-May,3.00,3.00,2.00,3.00,4.00,3.00,no
A320,United Kingdom,Business,Lyon to London,Economy Class,4.00,19-May,3.00,1.00,2.00,2.00,2.70,3.00,no
Boeing 777-200,United Kingdom,Couple Leisure,Gatwick to Barbados,Economy Class,3.00,19-May,1.00,3.00,2.00,2.30,4.00,3.00,no
A320,United Kingdom,Couple Leisure,Marseille to London,Economy Class,3.00,19-May,1.00,1.00,3.00,1.30,3.00,2.00,no
A320,Canada,Family Leisure,London to Chennai,Business Class,4.00,19-May,5.00,5.00,5.00,3.70,5.00,4.00,yes
A320,United Kingdom,Solo Leisure,Gatwick to Malaga,Economy Class,5.00,19-May,5.00,4.00,4.00,4.70,4.00,5.00,yes
A380 / Boeing 777,United States,Solo Leisure,Boston to London Heathrow,Economy Class,4.00,19-May,4.00,4.00,3.00,2.70,3.00,4.00,yes
Boeing 747-400,United Kingdom,Couple Leisure,London to Cape Town,First Class,4.00,19-May,4.00,3.00,4.00,2.70,3.00,3.00,yes
A320,United Kingdom,Couple Leisure,New York to Heathrow ,Economy Class,3.00,19-May,5.00,2.00,3.00,3.00,5.00,3.00,yes
A321,United Kingdom,Business,London to Aberdeen,Economy Class,2.00,19-May,2.00,1.00,2.30,1.00,2.00,1.00,no
A319,United Kingdom,Business,Gatwick to Dubrovnik,Business Class,1.00,19-May,3.00,1.00,2.00,1.00,1.00,1.00,no
A320,United Kingdom,Couple Leisure,London to Shanghai,Premium Economy,1.00,19-Mar,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,United Kingdom,Business,Faro to Heathrow,Business Class,3.00,19-May,4.00,1.00,4.00,2.00,4.00,2.00,no
A380,United Kingdom,Couple Leisure,Vancouver to London,Economy Class,4.00,19-May,5.00,4.00,4.00,4.00,3.00,4.00,yes
A320,United Kingdom,Couple Leisure,Gatwick to Tenerife,Business Class,1.00,19-May,4.00,1.00,1.00,1.00,1.70,1.00,no
Boeing 747 400,United Kingdom,Business,Washington to London,First Class,4.00,19-May,4.00,3.00,4.00,1.00,4.00,4.00,yes
Embraer,United Kingdom,Solo Leisure,Rome Fiumicino to London City,Economy Class,5.00,19-May,5.00,5.00,5.00,3.70,5.00,5.00,yes
Boeing 777-200,United Kingdom,Business,London to Shanghai,Business Class,2.00,19-Apr,1.00,3.00,1.00,1.00,1.00,2.00,no
A320,United States,Couple Leisure,Seattle to London,Economy Class,3.00,19-May,5.00,1.00,2.00,1.30,2.00,1.00,no
A320,United Kingdom,Business,London City to Zurich,Economy Class,5.00,19-Apr,5.00,4.00,5.00,3.30,5.00,5.00,yes
A320,Romania,Couple Leisure,Bucharest to London,Economy Class,3.00,19-Apr,3.00,1.00,1.70,1.30,2.70,1.00,no
Boeing 787,Canada,Solo Leisure,London to Calgary,Business Class,5.00,18-Dec,5.00,1.00,5.00,2.70,5.00,5.00,yes
Boeing 747,United Kingdom,Couple Leisure,Vancouver to London,Business Class,5.00,19-Apr,5.00,5.00,5.00,3.70,5.00,5.00,yes
A320,United Kingdom,Couple Leisure,Miami to London Heathrow,Business Class,4.00,19-Apr,5.00,4.00,4.00,4.30,3.00,4.00,yes
A320,United Kingdom,Solo Leisure,Houston to London Heathrow,Economy Class,2.00,19-Apr,1.00,2.00,1.00,1.00,2.30,2.00,no
A320,Australia,Business,London to Delhi,Business Class,2.00,19-Apr,2.00,3.00,2.00,1.30,2.00,2.00,no
A320,United Kingdom,Business,Bucharest to London,Economy Class,2.00,19-Apr,2.00,1.00,2.30,1.00,2.00,1.00,no
Boeing 777-200/300,India,Couple Leisure,London Heathrow to Bengaluru,Economy Class,3.00,19-Apr,5.00,5.00,4.00,5.00,2.00,5.00,yes
A320,United Kingdom,Business,Madrid to London,Business Class,1.00,19-Apr,1.00,1.00,1.00,1.00,1.00,1.00,no
A319,United Kingdom,Solo Leisure,Dublin to London Heathrow,Economy Class,4.00,19-Apr,3.00,4.00,1.00,1.70,3.70,3.00,yes
Boeing 747-400,United States,Business,London to Seattle,Business Class,4.00,19-Apr,2.00,3.00,3.00,2.30,3.00,2.00,no
A320,United Kingdom,Family Leisure,London to Gibraltar,Business Class,4.00,19-Apr,5.00,4.00,5.00,4.30,5.00,5.00,yes
Boeing 747,United States,Business,London to Boston,Business Class,2.00,19-Mar,3.00,4.00,4.00,1.00,1.00,2.00,no
Boeing 787-9,Qatar,Family Leisure,London to Doha,Business Class,3.00,19-Apr,4.00,5.00,3.00,3.00,1.00,4.00,yes
Boeing 747,United Kingdom,Couple Leisure,London Heathrow to Houston,Economy Class,5.00,19-Apr,5.00,4.00,5.00,3.70,4.00,4.00,yes
A320,United Kingdom,Business,Larnaca to London,Business Class,1.00,19-Mar,4.00,3.00,4.00,2.00,2.00,1.00,no
A320,United Kingdom,Solo Leisure,Zurich to London,Economy Class,4.00,19-Apr,1.00,3.00,1.00,1.00,2.30,2.00,no
A320,United Kingdom,Solo Leisure,London to Pisa,Economy Class,5.00,19-Apr,4.00,3.00,2.00,1.00,2.30,3.00,yes
Boeing 787-9,United Kingdom,Couple Leisure,London to Tokyo Narita,First Class,5.00,18-Nov,5.00,5.00,5.00,3.70,5.00,5.00,yes
A320,United Kingdom,Couple Leisure,Bridgetown to Gatwick,Business Class,4.00,19-Mar,1.00,4.00,2.00,2.00,2.30,1.00,no
777,United Kingdom,Couple Leisure,St Lucia to Gatwick,Economy Class,1.00,19-Apr,2.00,1.00,1.00,1.00,1.00,1.00,no
A380,United Kingdom,Solo Leisure,Chicago to London,Economy Class,1.00,19-Apr,1.00,1.00,1.00,1.00,1.00,1.00,no
A320,India,Family Leisure,London to Bangalore,Economy Class,3.00,18-Sep,1.00,2.00,1.00,1.30,2.00,3.00,no
A320/B788,Germany,Solo Leisure,Hamburg to Abu Dhabi via Heathrow,Economy Class,1.00,19-Apr,3.00,3.00,2.00,1.00,2.00,4.00,no
A320,United Kingdom,Couple Leisure,London to Seville,Economy Class,3.33,19-Mar,3.70,4.00,3.00,3.70,3.70,4.00,yes
Boeing 787-9 / A319,Qatar,Family Leisure,Doha to Paris via London,Business Class,5.00,19-Mar,4.00,4.00,2.00,1.70,2.00,3.00,yes
A320 Neo,United Kingdom,Couple Leisure,Madrid to London,Business Class,3.00,19-Mar,5.00,4.00,5.00,3.70,3.70,4.00,yes
A320,United Kingdom,Couple Leisure,Tokyo to London,Economy Class,2.00,19-Mar,3.00,3.00,1.00,1.00,2.00,2.00,no
Boeing 747-400,United Kingdom,Solo Leisure,London to Vancouver ,Economy Class,3.00,19-Mar,5.00,4.00,4.00,3.30,4.00,4.00,yes
Boeing 777,United Kingdom,Solo Leisure,London to Mumbai ,First Class,4.00,19-Mar,5.00,4.00,2.00,3.30,3.00,4.00,yes
Boeing 777,United States,Business,London to Chicago ,First Class,2.00,19-Mar,2.00,2.00,1.00,1.00,1.00,2.00,no
A320,United Kingdom,Solo Leisure,Leeds Bradford to Las Vegas via Heathrow,Economy Class,3.00,18-Sep,5.00,5.00,3.00,3.30,4.00,3.00,yes
A320,Norway,Solo Leisure,Dallas to London Heathrow,First Class,2.00,19-Mar,1.00,3.00,3.00,1.00,3.00,1.00,no
A320,United Kingdom,Couple Leisure,Tenerife to Heathrow,Economy Class,1.00,19-Mar,4.00,2.00,1.00,1.00,1.30,1.00,no
A320,United Kingdom,Business,London Heathrow to Larnaca Cyprus,Economy Class,2.00,19-Mar,3.00,1.00,1.00,1.00,1.00,1.00,no
Boeing 787,United Kingdom,Couple Leisure,Los Angeles to London,Business Class,4.00,19-Mar,5.00,4.00,5.00,4.00,5.00,5.00,yes
A320,United States,Solo Leisure,London to Phoenix,Economy Class,2.00,19-Mar,5.00,1.00,5.00,3.00,5.00,2.00,no
